	(1)	(2)	(3)	(4)	(5)	(6)	(7)	(8)	(9)	(10)	(11)	(12)	(13)	(14)	(15)	(16)	(17)	(18)	(19)	(20)	(21)	(22)	(23)	(24)	(25)	(26)	(27)	(28)	(29)	(30)	(31)	(32)	(33)	(34)	(35)	(36)
VARIABLES	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore
																																				
borddummy5																									-0.0265	-0.0213		0.0536	0.0837*		-0.179	-0.0763		0.0297	0.0585	
																									(0.142)	(0.142)		(0.0328)	(0.0328)		(0.391)	(0.387)		(0.0420)	(0.0421)	
borddummy6																															-0.199	-0.0636		0.0734	0.112*	
																															(0.510)	(0.504)		(0.0466)	(0.0467)	
Constant	-1.112*	-0.378	-1.997**	-1.779*	-1.248	-1.529	-0.802	0.0543	-1.812**	-2.642**	-1.979*	-1.566	-1.561**	-0.270	-1.333*	-2.716**	-1.707	-2.166*	-0.850	0.212	-0.579	-2.794**	-1.639	-1.782	-0.430	0.632	0.0692	-2.855**	-1.772	-1.751	-0.832	0.724	0.445	-3.353**	-2.183*	-2.830**
	(0.474)	(0.340)	(0.659)	(0.869)	(0.855)	(0.917)	(0.478)	(0.337)	(0.667)	(0.886)	(0.876)	(0.945)	(0.550)	(0.423)	(0.557)	(0.928)	(0.917)	(0.987)	(0.853)	(0.727)	(0.857)	(0.942)	(0.929)	(0.999)	(0.517)	(0.441)	(0.507)	(0.973)	(0.956)	(1.021)	(1.469)	(1.384)	(1.514)	(1.009)	(0.986)	(1.041)
																																				
Observations	23,539	23,539	23,539	23,539	23,539	23,539	30,948	30,948	30,948	30,948	30,948	30,948	27,404	27,404	27,404	27,404	27,404	27,404	22,125	22,125	22,125	22,125	22,125	22,125	17,254	17,254	17,254	17,254	17,254	17,254	12,728	12,728	12,728	12,728	12,728	12,728
R-squared	0.195	0.188	-0.217	0.256	0.254	0.142	0.255	0.253	-0.115	0.268	0.266	0.145	0.169	0.158	-0.018	0.253	0.249	0.128	0.230	0.208	0.036	0.239	0.233	0.113	0.223	0.213	0.088	0.226	0.218	0.108	0.187	0.191	0.105	0.208	0.200	0.106
Standard errors in parentheses																																				
** p<0.01, * p<0.05																																				
