	(1)	(2)	(3)	(4)	(5)	(6)	(7)	(8)	(9)	(10)	(11)	(12)	(13)	(14)	(15)	(16)	(17)	(18)	(19)	(20)	(21)	(22)	(23)	(24)	(25)	(26)	(27)	(28)	(29)	(30)	(31)	(32)	(33)	(34)	(35)	(36)
VARIABLES	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore	school_zscore
																																				
borddummy4																			-0.0279	-0.0429	-0.134	0.0454**	0.0615**	0.0709**	-0.0855	-0.0804	-0.146**	0.0597**	0.0756**	0.0999**	0.0738	0.0726	0.0487	0.0639**	0.0801**	0.110**
																			(0.0597)	(0.0610)	(0.0692)	(0.01000)	(0.0100)	(0.0106)	(0.0481)	(0.0484)	(0.0539)	(0.0120)	(0.0120)	(0.0126)	(0.0463)	(0.0465)	(0.0493)	(0.0153)	(0.0153)	(0.0160)
borddummy5																									-0.0970	-0.0898		0.112**	0.134**		0.124*	0.121		0.111**	0.132**	
																									(0.0682)	(0.0686)		(0.0135)	(0.0135)		(0.0625)	(0.0628)		(0.0166)	(0.0166)	
borddummy6																															0.169*	0.164*		0.151**	0.178**	
																															(0.0828)	(0.0832)		(0.0185)	(0.0185)	
Constant	-1.809**	-0.757**	-1.469**	-0.124	0.981	1.028	-1.908**	-0.752**	-1.618**	-0.784	0.316	0.518	-1.721**	-0.490*	-1.736**	-0.467	0.626	0.426	-1.249**	-0.225	-0.889**	-0.441	0.607	0.914*	-1.639**	-0.586*	-1.386**	-1.519	-0.522	-0.161	-0.696	0.163	-0.433	-0.260	0.650	0.753
	(0.295)	(0.212)	(0.305)	(9,738)	(9,757)	(10,361)	(0.249)	(0.184)	(0.257)	(2,953)	(2,962)	(3,147)	(0.248)	(0.201)	(0.253)	(3,943)	(3,956)	(4,202)	(0.336)	(0.285)	(0.330)	(0.413)	(0.408)	(0.432)	(0.337)	(0.297)	(0.337)	(12,163)	(12,221)	(12,877)	(0.374)	(0.344)	(0.371)	(0.423)	(0.415)	(0.434)
																																				
Observations	82,867	82,867	82,867	82,867	82,867	82,867	128,090	128,090	128,090	128,090	128,090	128,090	130,624	130,624	130,624	130,624	130,624	130,624	113,801	113,801	113,801	113,801	113,801	113,801	91,983	91,983	91,983	91,983	91,983	91,983	69,582	69,582	69,582	69,582	69,582	69,582
R-squared	0.264	0.260	0.138	0.264	0.260	0.166	0.249	0.241	0.067	0.257	0.252	0.156	0.243	0.236	0.089	0.249	0.244	0.147	0.238	0.227	0.104	0.243	0.238	0.145	0.208	0.198	0.065	0.234	0.228	0.142	0.225	0.219	0.137	0.225	0.219	0.142
Standard errors in parentheses																																				
** p<0.01, * p<0.05																																				
